Title,Location,Company,Salary,Rating,Summary,Description
Computational Scientist - Bioinformatics,"Dallas, TX 75390 (Near East area)",UT Southwestern,None,3.9,Will consider demonstrated success in publishing computational science results in lieu of experience.Bachelor's degree in Computer Science or a related field…,None
"Microbiome Scientific Researcher, Computational (Cancer Immu...","South San Francisco, CA 94080",Genentech,None,4.1,The Cancer Immunology department is seeking a talented and highly motivated computational biologist to conduct microbiome analysis on our clinical and pre…,None
"Computational Biologist, IVD","South San Francisco, CA 94080",Freenome Holdings,None,None,"Establish appropriate acceptance and analysis criteria for executed studies, closely partnering with Engineering and Laboratory Operations teams.",None
"Scientist, Single-cell Computational Biologist","Cambridge, MA 02142 (East Cambridge area)","Flagship Pioneering, Inc.",None,None,Provide ad-hoc bioinformatics support to cross-disciplinary project teams.The candidate will participate in the statistical design and analysis of genomic…,None
"Director, Principal/Senior Scientist, Genetically Engineered...",California,Genentech,None,4.1,"We are seeking a highly motivated, experienced and accomplished scientific leader to oversee our genetic analysis and animal model creation groups.",None
Postdoctoral Associate,"Homestead, FL 33031",University of Florida,"$47,746 a year",4.3,"PhD in horticulture, plant sciences, genomics, or a related discipline.The position is available for one year contingent upon satisfactory performance, and can…",None
Scientific Consultant / Data Bioinformatics Scientist,"Lexington, MA",Genedata,None,None,"Scientific background (Ph.D. level preferred) in statistical genetics, bioinformatics, biostatistics, computational biology, machine learning, data science or…",None
Bioinformatics Staff Scientist,"San Juan Capistrano, CA 92675",Quest Diagnostics,None,3.6,"The Bioinformatics Staff Scientist will evaluate, develop, validate, and implement qRT-PCR, standard (Sanger) sequencing and next-generation sequencing (NGS)…",None
Bioinformatics Scientist,"Iselin, NJ 08830",Genosity,None,None,The ideal candidate should be able to perceive a problem clearly and dissect it into components which can be resolved programmatically.,None
Bioinformatics Specialist,"University Park, PA 16802",Penn State University,None,4.3,Job description: A trained bioinformatics specialist or student is sought to conduct genome sequence alignment and gene annotation.,None
Research Assistantnew,"Baltimore, MD 21205 (Dunbar-Broadway area)",Johns Hopkins University,$16.26 - $22.35 an hour,4.0,"This will involve communicating with statisticians, biologists and clinicians, and will use publicly available tools as well as bioinformatics and analysis…",None
Postdoctoral Researcher,Louisiana,Louisiana State University,None,4.1,"This postdoc will lead field expeditions, perform molecular labwork, and conduct extensive bioinformatic analysis; write manuscripts for peer-reviewed…",None
Computational Scientist - Bioinformatics,"Dallas, TX 75390 (Near East area)",UT Southwestern,None,3.9,Will consider demonstrated success in publishing computational science results in lieu of experience.Bachelor's degree in Computer Science or a related field…,None
Bioinformatics Scientist I,"Coralville, IA 52241",Integrated DNA Technologies (IDT),None,None,"Utilizes mathematical and statistical analysis, and other software aids as needed.Programming and data analysis experience in a distributed Unix environment.",None
Staff Computational Biologist - Cancer Biology,"South San Francisco, CA 94080",Freenome Holdings,None,None,"PhD in a relevant, quantitative field such as computational biology, cancer biology, statistics, bioinformatics, computer science, or equivalent.",None
Postdoctoral Trainee,"Chapel Hill, NC 27599",University of North Carolina at Chapel Hill,None,4.1,The typical post-doctoral trainee will have completed highly relevant doctoral training in an environmental health-related discipline such as exposure…,None
"Data Scientist in Neuroscience and Bioinformatics, CAS, Biol...","Boston, MA 02215 (Kenmore area)",Boston University,None,4.1,"Extensive background in either genomic analysis, image analysis, computer vision, or machine learning is preferred.",None
Bioinformatics Analyst,"Charlottesville, VA",The Rector & Visitors of the University of Virgini...,None,4.0,"The successful candidate will have a demonstrated ability to translate biological questions into technical designs, and to identify, prioritize, and execute…",None
"Bioinformatics Scientist, Cancer Genomics","New York, NY 10013 (SoHo area)",New York Genome Center,None,4.0,"PhD. in bioinformatics, computational biology, genetics, computer science or similar required, or master’s degree plus 5 year’s work experience.",None
Research Assistantnew,Illinois,The University of Chicago,None,4.1,"Assists in analysis of data and with preparation of reports, manuscripts and other documents.We provide broad training in experimental genetics and genomics,…",None
Postdoctoral Associate - Bioinformaticsnew,"Houston, TX 77030 (Medical Center Area area)",Baylor College of Medicine,None,3.9,"Successful applicants should have expertise in bioinformatics, or single-cell sequencing, or proteomics, or Drosophila genetics, or mouse cancer model.",None
Open Rank- Bioinformatics Analyst I and Bioinformatics IInew,"Baltimore, MD","University of Maryland, Baltimore",None,4.0,"The bioinformatics group in the GRC includes researchers with expertise in genomic data management, genome assembly, genome analysis and annotation, comparative…",None
Bioinformatics Research Analyst - Psychiatrynew,"St. Louis, MO",Washington University in St. Louis,"$40,705 - $54,932 a year",4.0,"Bachelor’s degree in computer science, bioinformatics, biostatistics, or a related field plus two years of experience; OR a master’s degree in computer science,…",None
"Scientist, Single-cell Computational Biologist","Cambridge, MA 02142 (East Cambridge area)","Flagship Pioneering, Inc.",None,None,Provide ad-hoc bioinformatics support to cross-disciplinary project teams.The candidate will participate in the statistical design and analysis of genomic…,None
Bioinformatics Scientist/Software Engineernew,"Cambridge, MA",Beam Therapeutics,None,None,Familiarity with common bioinformatics tools for NGS data analysis and working with “omics” datasets.The individual in this position will play a key role in…,None
Bioinformatics Analyst I/II/III,"Bar Harbor, ME 04609",The Jackson Laboratory,None,3.8,"Performing statistical analysis, algorithm implementation, data visualization, and bioinformatics programming; packaging and interpreting results.",None
Biomedical Library Information Scientistnew,United States,Abbvie,None,4.0,"Preferably a degree in natural sciences (Biology, Pharmacy, Medicine, Pharmacology, Biochemistry, Medicinal Chemistry), computational life science (such as…",None
"Senior Scientific Researcher, Computational Biology (Persona...","South San Francisco, CA 94080",Genentech,None,4.1,"Experience in working with teams including biologists, technologists, software engineers and computational scientists is a plus.",None
Bioinformatics Analyst - Biospecimen Oversight and Collabora...new,"Menlo Park, CA 94025","Personalis, Inc",None,3.8,"Degree (MS or BS) in bioinformatics, genomics, computer science or a related field.You will be part of a team focused on developing the latest methods for…",None
Scientist - DSPD,"Stamford, CT 06902 (Downtown area)",SEMA4,None,3.1,"Experience with RWD analysis is preferred.You will work in an interdisciplinary team consists of oncology domain experts, software engineers, database experts…",None
"Principal Scientist, Computational Biology","Cambridge, MA",SENDA Biosciences,None,None,"Foundational understanding of common methodologies employed in 'omics data analysis, especially metabolomics and metagenomics.",None
"Scientist, Single-cell Computational Biologist","Cambridge, MA 02142 (East Cambridge area)","Flagship Pioneering, Inc.",None,None,Provide ad-hoc bioinformatics support to cross-disciplinary project teams.The candidate will participate in the statistical design and analysis of genomic…,None
Part-time Bioinformatics Programmer,"University Park, PA 16802",Penn State University,None,4.3,"During this Summer position, the applicant will collaborate remotely with senior lab members to generate and analyze data for their project while developing…",None
Assistant Staff Scientist,"Portland, OR 97239 (Homestead area)",Oregon Health & Science University,None,3.9,Next-generation sequencing data processing pipelines & analysis.This position is full-time and the responsibilities are to conduct and support computational…,None
Bioinformatics Scientist,"Iselin, NJ 08830",Genosity,None,None,The ideal candidate should be able to perceive a problem clearly and dissect it into components which can be resolved programmatically.,None
Research Scientist (Computational Biologist),"Seattle, WA 98109 (Westlake area)",Institute for Systems Biology,None,4.4,"Experience with common bioinformatics methods, tools, websites, and data resources is important, in particular high-throughput data analysis tools and…",None
Postdoctoral Research Associate Position in bioinformatics a...,"Fort Worth, TX 76107 (Arlington Heights area)",University of North Texas Health Science Center,None,4.1,The postdoc fellows are expected to perform bioinformatics related research and develop relevant software programs under the supervision of the faculty in…,None
Bioinformatics Scientist I/II,"South San Francisco, CA","Nkarta, Inc.",None,None,"PhD in computer science, bioinformatics,computational biology or related quantitative fields with 2+ years post-PhDexperience.",None
Computational Biologist I,"Boston, MA 02215 (Mission Hill area)",Dana-Farber Cancer Institute,None,4.1,"A B.S. or M.S. in bioinformatics, mathematical, physical, or computer science, or comparable research experience, together with significant experience in…",None
Field Bioinformatics Scientist - Southwestern US,"Salt Lake City, UT 84101 (People's Freeway area)",Thermo Fisher Scientific,None,3.5,"Possesses experience in two or more of the following fields: NGS sequencing analysis, genomics, genetics, gene expression analysis, sequence assembly, molecular…",None
Senior Computational Scientist,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"The ideal candidate will provide computational expertise to the Institute’s sequencing center, and as such will be on the cutting edge of DNA sequencing…",None
Research Associate,"Salt Lake City, UT 84112 (East Bench area)",University of Utah,"$20,000 - $120,000 a year",4.2,"The incumbent will collaborate with the BASIC team on study design, project management, statistical analysis, as well as interpretation and dissemination of…",None
Human Genetics Computational Biologist,"Cambridge, MA 02139 (The Port - Area 4 area)",Novartis,None,4.1,"PhD or equivalent experience in statistics, genetics, bioinformatics, biostatistics, computational biology, data science or related field.",None
"Computational Scientist, Genomics","San Francisco, CA 94107 (South Beach area)",Ancestry,None,3.9,"The successful candidate for the position will have a PhD or MS in computational biology, computer science, population geography, bioinformatics, biostatistics,…",None
Scientist - Translational Bioinformatics,"Stamford, CT 06902 (Downtown area)",SEMA4,None,3.1,"Hands-on experience working with NGS tools with high proficiency, including for sequence analysis and expression analysis (such as co-expression network and…",None
Postdoctoral Fellow in Bioinformatics for Immunology,"Boston, MA 02215 (Kenmore area)",Boston University,None,4.1,"The projects will involve the design and analysis of transcriptomics (bulk RNA-Seq, scRNA-Seq), proteogenomics (TOTAL-Seq), (phospho-)proteomics, protein…",None
Research Data Analystnew,"Baltimore, MD 21287 (Orangeville area)",Johns Hopkins University,"$45,195 - $62,225 a year",4.0,The Research Data Analyst will work under the supervision of a faculty investigator and will be responsible for applying and developing computational and…,None
Postdoctoral Associate,"Farmington, CT 06032",The Jackson Laboratory,None,3.8,"Developing computational methods for analysis of large-scale metagenomic data, in particular, uncharacterized space.",None
Bioinformatics Scientist - Collaborations,"Menlo Park, CA 94025","Personalis, Inc",None,3.8,"Advanced degree (PhD) in bioinformatics, genomics, or a related field.Plan, develop, and manage scientific collaborations, applying internally developed cancer…",None
"Computational Scientist, Machine Learning","Cambridge, MA",Pfizer,None,4.2,"Ph.D. in computational biology, chemical engineering, computer science, physical or biological sciences, machine learning, or related discipline.",None
Postdoctoral Trainee,"Chapel Hill, NC 27599",University of North Carolina at Chapel Hill,None,4.1,The typical post-doctoral trainee will have completed highly relevant doctoral training in an environmental health-related discipline such as exposure…,None
Bioinformatics/Computational Biology Drug Discovery Research...,"Richmond, VA 23284 (VCU area)",Virginia Commonwealth University,None,4.1,"The candidate will be responsible for: Experimental design and analysis of genome/proteome-scale research including differential gene/protein expression,…",None
Bioinformatics Analyst,"New York, NY 10021 (Upper East Side area)",Weill Cornell Medicine,None,4.0,Performs computational analysis of genomic data; writes computer code and scripts to implement analytical pipelines.Bachelor's Degree in related field.,None
Research Assistant II,"Boston, MA",Beth Israel Deaconess Medical Center,None,4.0,"We perform studies to understand the mechanism of action and effects of novel antimicrobials on a wide range of bacterial pathogens, especially Gram-negative…",None
Staff Bioinformatics Scientist,"Santa Clara, CA 95050",Thermo Fisher Scientific,None,3.5,"Algorithm development, statistical analysis, and/or machine learning in bioinformatics or computational biology.",None
Senior Research Techniciannew,"Pittsburgh, PA 15260 (North Oakland area)",The University of Pittsburgh,None,4.2,"This person will provide technical and scientific support in a translational and molecular research laboratory, design and perform experiments involving tissue…",None
"Research Scientist, Tsai Lab","Cambridge, MA",MIT,None,4.2,"Multidisciplinary approaches are employed, including in vitro and in vivo electrophysiology and neurocircuitry mapping, neurobehavioral testing, biochemistry…",None
Staff Scientist - Molecular Biology & Bioinformatics (closes...new,"Bethesda, MD",Eunice Kennedy Shriver National Institute of Child...,None,None,"The ideal candidate should have a strong track record of achievements in molecular biology and bioinformatic analysis of eukaryotic protein synthesis, including…",None
Bioinformatics/Computational Biology Drug Discovery Research...,"Richmond, VA 23284 (VCU area)",Virginia Commonwealth University,None,4.1,"The candidate will be responsible for: Experimental design and analysis of genome/proteome-scale research including differential gene/protein expression,…",None
BIOINFORMATICIAN Inew,"Birmingham, AL 35294",University of Alabama at Birmingham,None,4.1,This individual will perform this work in coordination with study investigators and other computational scientists from the UAB School of Medicine Center for…,None
"Senior Scientist, Bioinformaticsnew","Redmond, WA 98052 (Overlake area)",Microsoft,None,4.2,Demonstrated track-record of being a contributor to a genomics analysis workflow or bioinformatics application.,None
Research Scientist (Computational Biologist),"Seattle, WA 98109 (Westlake area)",Institute for Systems Biology,None,4.4,"Experience with common bioinformatics methods, tools, websites, and data resources is important, in particular high-throughput data analysis tools and…",None
Bioinformatics Engineer,"Pleasanton, CA 94588","Bio-Rad Laboratories, Inc.",None,3.7,Collaborate with the bioinformatics and data science teams to identify computational bottlenecks in existing workflows.,None
Postdoctoral Associate,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Facility with biostatistical methods for microbiome data analysis, particularly models for population epidemiology of longitudinal, zero-inflated, noisy, count…",None
PostDoctoral Researcher - Genomics and Bioinformatics,"Dover, DE 19904",Delaware State University,None,3.5,"Candidate should have a strong background in computer science, bioinformatics, molecular biology, statistics, and strong quantitative skills (including…",None
Computational Biologist,"Cambridge, MA 02138 (Cambridge Highlands area)",Vizgen,None,None,"Coordinate with experimental teams to ensure analysis results are intuitive, easy to use, and efficiently addressing scientific questions.",None
"Computational Biologist, IVD","South San Francisco, CA 94080",Freenome Holdings,None,None,"Establish appropriate acceptance and analysis criteria for executed studies, closely partnering with Engineering and Laboratory Operations teams.",None
"RESEARCH ASSOCIATE, SENIOR","Durham, NC 27710",Duke Careers,None,4.0,Experience in miRNA and bioinformatics analyses is a plus.Ideal candidates should have extensive experience in immunology especially using mouse models to…,None
Postdoctoral Research Associate,"Omaha, NE",University of Nebraska Medical Center,None,3.9,"Experience in analysis of high-throughput sequencing (e.g. RNA-seq, ChIP-seq, or ATAC-seq) is needed.Training on the analysis of sequencing-based approaches to…",None
Scientist/Senior Scientist Computational Biology,"Cambridge, MA",Celsius Therapeutics,None,None,"The individual will use internal and external datasets, including next generation single cell sequencing data, to develop and implement innovative analysis…",None
Postdoctoral Scientist,"Norwood, MA 02062",1Globe Health Institute,None,None,"Expertise and experience with molecular biology, cell biology, microbiology, oncology, hepatology, CNS, genomics, immunology, protein engineering,…",None
Bioinformatician/Computational Biologist,"Philadelphia, PA 19104 (University City area)",University of Pennsylvania,None,4.2,"Qualified candidates will have expertise in bioinformatics/computational biology, familiarity with virology, immunology, and drug repurposing, and experiences…",None
Bioinformatician,"Cambridge, MA",Pfizer,None,4.2,"Pharmaceutically relevant experience or formal training in computational biology, bioinformatics, computer science or medicine.",None
Scientist II,"Pleasanton, CA",Roche,None,4.2,"The Assays and Biomarkers group is part of the Research and Early Development and is tasked with designing the workflows, reagents and kits needed to analyze…",None
ATOM Fellownew,Maryland,Frederick National Laboratory,None,2.7,"Interpretation and analysis of data.A strong background in any of the following: cancer biology, pharmaceutical or medicinal chemistry, pharmacology,…",None
Senior Computational Biologist,"South San Francisco, CA 94080",Freenome Holdings,None,None,"PhD in a relevant, quantitative field such as computational biology, cancer biology, statistics, bioinformatics, computer science, or equivalent.",None
Bioinformatics Managernew,"Waltham, MA 02451",Bio-techne,None,3.1,"This position will be responsible for providing key bioinformatics, statistical and intellectual input into the analysis of qPCR, next generation sequencing,…",None
Research Assistant I - Bioinformatics & Comp Biology,"Houston, TX 77030 (Medical Center Area area)",MD Anderson Cancer Center,None,4.1,"Develops cell lines that do or do not express Processes cell culture, blood, plasma, tissue, and other biological sample types for metabolomic analysis by mass…",None
Postdoctoral Associate,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Facility with biostatistical methods for microbiome data analysis, particularly models for population epidemiology of longitudinal, zero-inflated, noisy, count…",None
"Scientist/Sr Scientist, iPSC and Genetic Engineering Technol...","South San Francisco, CA 94080",Genentech,None,4.1,"This new team will help to enable Genentech’s Translational Genomics efforts, which span the interface of human genetics, functional genomics, molecular biology…",None
"Bioinformatics Assistant, Molecular Immunology","New York, NY 10065 (Upper East Side area)",The Rockefeller University,None,4.3,"Bachelor's degree in computational biology, computer science, biological sciences, or other related analytical discipline required.",None
"Postdoctoral Associate, Fungal Genomics","Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Ph. D. in computational biology or bioinformatics, or in mycology/microbiology with computational experience.Expertise in computational genomic and statistical…",None
Postdoctoral Research Associate Gulley Lab,"Chapel Hill, NC 27599",University of North Carolina at Chapel Hill,"$47,476 - $53,076 a year",4.1,Ph.D. or comparable degree in a biological science or related discipline with strong background in molecular biology and gene technologies.,None
Postdoctoral Scientist - Knott Lab,"Los Angeles, CA",Cedars-Sinai,None,4.2,"The Cedars-Sinai Center for Bioinformatics and Functional Genomics (CBFG) is an integrated, interdisciplinary research group with the common goal of developing…",None
Assistant Staff Scientist,"Portland, OR 97239 (Homestead area)",Oregon Health & Science University,None,3.9,Next-generation sequencing data processing pipelines & analysis.This position is full-time and the responsibilities are to conduct and support computational…,None
Scientist II,"Pleasanton, CA",Roche,None,4.2,"The Assays and Biomarkers group is part of the Research and Early Development and is tasked with designing the workflows, reagents and kits needed to analyze…",None
Research Fellow,"Boston, MA",Stroke Genetics,None,None,"Analytical Skills: Ability to conceptualize and conduct complex analysis of research data.Receiving general direction from Dr. Rosand, Dr. Anderson, and the…",None
Sr. Staff scientistnew,"South San Francisco, CA 94080",Thermo Fisher Scientific,None,3.5,"Expert and hands-on experience in diagnostic molecular methods with expertise in technologies including qPCR, Sanger sequencing and fragment analysis.",None
Postdoctoral Research Associate,"Memphis, TN 37544",St. Jude Children's Research Hospital,None,4.5,The successful candidate is expected to have a strong interest in pursuing an academic career with solid training in bioinformatics methods development and/or…,None
Bioinformatics Associate,"Irvine, CA (Business District area)",Zymo Research,None,4.1,Bioinformatics Associates run production pipelines on NGS data and collaborate in the development of data-analysis pipelines and reports for genome-wide Next…,None
PostDoctoral Associate,"Boulder, CO 80309 (Colorado University area)",University of Colorado Boulder,None,4.2,"Ph.D. in computational biology, systems biology, bioinformatics, bioengineering, biophysics, or similar.To perform independent research on cell proliferation…",None
Bioinformatics Scientist II,"Indianapolis, IN 46214",Covance,None,3.1,"Work with scientists, genomics lab staff, project management, IT, and QA to understand analysis needs and gather pipeline requirements.",None
Postdoctoral Research Associate,"Omaha, NE",University of Nebraska Medical Center,None,3.9,"Experience in analysis of high-throughput sequencing (e.g. RNA-seq, ChIP-seq, or ATAC-seq) is needed.Training on the analysis of sequencing-based approaches to…",None
Research Assistantnew,"Baltimore, MD 21205 (Dunbar-Broadway area)",Johns Hopkins University,$16.26 - $22.35 an hour,4.0,"This will involve communicating with statisticians, biologists and clinicians, and will use publicly available tools as well as bioinformatics and analysis…",None
"Senior/Principal Computational Biologist, Team Lead(Multiple...","San Francisco, CA",Loxo Oncology,None,None,The candidate will lead bioinformatics efforts across multi-disciplinary teams to rapidly advance small molecule drug development efforts.,None
Open Rank- Bioinformatics Analyst I and Bioinformatics IInew,"Baltimore, MD","University of Maryland, Baltimore",None,4.0,"The bioinformatics group in the GRC includes researchers with expertise in genomic data management, genome assembly, genome analysis and annotation, comparative…",None
Research Associate-Fixed Term,"Hickory Corners, MI",Michigan State University,None,4.3,"The Evans Lab: (www.saraheevanslab.weebly.com): The candidate will benefit from interactions with personnel and projects in the Evans Lab asking how rainfall,…",None
"Scientist I / Scientist II, Computational Biology","South San Francisco, CA 94080",23andMe,None,3.9,We are looking for a quantitative scientist with extensive experience in computational biology and bioinformatics.,None
Scientist I,"Redwood City, CA",Karius,None,None,"Perform calculations, data analysis and visualization using a variety of bioinformatic tools.Experience with data visualization and analysis using e.g. python…",None
Scientist - R&Dnew,"Beverly, MA",Qiagen,None,3.8,Hands-on experience with bioinformatics tools for NGS data analysis is a plus.This position is responsible for developing and commercializing innovative…,None
TTU Research Scientist,"Lubbock, TX 79409 (South Overton area)",Texas Tech University,None,4.2,"Strong knowledge of bioinformatics tools and public databases for biological sequence analysis, e.g. blast, NCBI.PhD in Biological Science or related field.",None
Postdoctoral Scholar,"Lexington, KY",University of Kentucky,None,4.1,Knowledge of RNA-sequencing and/or bioinformatics are not necessary but will be beneficial.Sitting and or standing for long periods of time.,None
"Research Scientist, Hirschi Lab","Charlottesville, VA",The Rector & Visitors of the University of Virgini...,None,4.0,"The incumbent will be expected to: independently perform bioinformatics data analysis using internally developed tools, as well as open source and third-party…",None
"Scientific Researcher/Senior Scientific Researcher, Neurodeg...","South San Francisco, CA 94080",Genentech,None,4.1,Candidates will contribute to generation of 2D and 3D in vitro models of disease from human stem cells for disease modeling and biomarker discovery using…,None
Bioinformaticiannew,"Chicago, IL",The University of Chicago,None,4.1,"PhD in genetics, molecular biology, biochemistry, computer science, or data science.The Bioinformatician will work with Dr. Godley and the MM-VCEP performing…",None
Associate Computational Biologist II - Getz Lab,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Develop data analysis strategies, write algorithms, and deploy computational tools for the exploration of large cancer data sets, consisting of DNA and RNA…",None
"Postdoctoral Associate, Fungal Genomics","Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Ph. D. in computational biology or bioinformatics, or in mycology/microbiology with computational experience.Expertise in computational genomic and statistical…",None
Postdoctoral Research Associate,"College Station, TX",Texas A&M AgriLife,None,4.2,Biochemical data processing and analysis.Programming skills and data analysis.Interest in biomedical research and bioinformatics.,None
"Scientist, Bioinformatics (Molecular Profiling)","Tarrytown, NY 10591",Regeneron,None,3.7,"Work in concert with IO pre-clinical and clinical teams to design molecular profiling experiments, draft data analysis plans, and provide critical analytics…",None
"Staff Bioinformatics Scientist, Microbial Applications","South San Francisco, CA 94080",Thermo Fisher Scientific,None,3.5,"The scientist will lead the analysis of microbial genomes, including bacteria, fungal, virus and protozoan and propose strategies for assay development and…",None
"BIOINFORMATICIST,MED School of Medicine, Anatomy & Neurobiol...","Boston, MA 02215 (Kenmore area)",Boston University,None,4.1,"Additional responsibilities will include the development of statistical pipeline for analyzing complex genetic and genomic data, management of brain aging…",None
Applications Scientist,"San Carlos, CA",Nautilus Bio,None,None,"Experience with analysis of proteomics, post-translational modifications, glycomics, metabolomics, or lipidomics data, especially directed at understanding…",None
"Scientist III, Bioinformaticsnew","Austin, TX 73301 (St Edwards area)",Thermo Fisher Scientific,None,3.5,Effectively communicate results of computational analyses to biologists and others unfamiliar with bioinformatics tools.,None
Postdoctoral Associate - Stem cell biology / Neurobiology,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Experience with data analysis, visualization and bioinformatics tools preferred.The candidate’s background must demonstrate a proven ability to contribute to…",None
Assistant Staff Scientist,"Tucson, AZ",University of Arizona,None,4.3,"The successful candidate will be involved in consulting with researchers, participation in experimental design, sample preparation, LC- and GC-MS/MS analysis,…",None
Research Scientist II - Pharmacology,"Galveston, TX 77555",Univ. of Texas Medical Branch,"$65,000 a year",None,"Manage computational laboratory operations, including staff development and adherence to applicable policies, laws, and regulations.",None
Genomics Postdoctoral Fellow (Computational),"San Francisco Bay Area, CA",Lawrence Berkeley National Laboratory,None,4.2,"Demonstrated skills in bioinformatics and computational genomics analysis.Alternatively, a Ph.D. in physics, computer science, or a related field and…",None
Scientific - Computation Biologist - MA - 38005-1new,"Cambridge, MA",ASAP Solutions,None,4.1,"MSc or PhD in bioinformatics, computer science, or equivalent.3+ years of hands-on experience with NGS data pipelines and analysis.",None
Postdoctoral Scholar – Schilling Lab - Migratory Cell Fate D...,"Irvine, CA",The Regents of the University of California,None,3.8,"We also study gene function using zebrafish mutants, many of which are models for human neural crest-related disorders including craniofacial birth defects,…",None
Research Assoc I - 63032,"Philadelphia, PA 19146 (Graduate Hospital area)",Children's Hospital of Philadelphia,None,4.0,"D3b’s multi-disciplinary team brings together experts in basic science, precision medicine, bioinformatics and genomic research to provide innovative and…",None
Post Doctoral Fellow,"Columbia, SC 29208",University of South Carolina,None,4.2,"Experience in presenting scientific research, data collection and analysis from different sources.After five (5) business days, positions can be closed at the…",None
Research Microbiologistnew,"Jefferson, AR",US Food and Drug Administration,"$92,143 - $119,787 a year",4.2,"To be acceptable, the foreign credential evaluation must include/describe at a minimum, the following information: (1) The type of education received by the…",None
Research Scientist - Dr. Kapil N. Bhalla's Laboratory,"Houston, TX 77030 (Medical Center Area area)",MD Anderson Cancer Center,None,4.1,Participates in adopting new bioinformatics analyses and learning new bioinformatics skills to enhance research efforts.,None
"Scientist, Molecular Biology","San Rafael, CA 94901",BioMarin Pharmaceutical Inc.,None,4.0,"Knowledge and hands-on experience with various molecular biology analytical methods For example, NextGen Sequencing, Sanger sequencing, RNAseq (bulk and single…",None
Staff Scientist I/II,"San Jose, CA",BD,None,3.8,"Knowledge of analysis methods for single cell and/or genomics data, including statistical analysis methods.Maintains strong understanding of state-of-the-art…",None
Computational Biologist,Remote,Teiko.bio,None,None,"Post-graduate degree in biology, bioinformatics, immunology or related discipline.Familiar with single cell or genomics data analysis.",None
"Scientist II, Research Informatics","Cambridge, MA",SAGE Therapeutics,None,4.5,"Provide data analysis support for all discovery research projects using a variety of computational tools.Versed in cheminformatics/bioinformatics, including…",None
Research Associate_Proteomics Core,"Chapel Hill, NC 27599",University of North Carolina at Chapel Hill,None,4.1,"As a full-service core, we offer sample preparation, mass spectrometry analysis and data analysis.This will include developing data analysis pipelines …",None
Research Scholar - Kannapolis Research,"Kannapolis, NC",North Carolina State University,None,4.2,"The successful incumbent of this position must be familiar with plant genome assembly (de-novo), gene prediction and annotation with an emphasis on genes…",None
Research Microbiologistnew,"Jefferson, AR",US Food and Drug Administration,"$92,143 - $119,787 a year",4.2,"To be acceptable, the foreign credential evaluation must include/describe at a minimum, the following information: (1) The type of education received by the…",None
RVB Bioinformatician,"Atlanta, GA",BRS,None,3.5,Develop new informatic approaches and optimize existing data analysis tools to improve viral genomics analysis.,None
POSTDOCTORAL RESEARCHER,"Durham, NH",University System of New Hampshire,None,2.4,"Desired computational skills include data processing in a command-line environment and programming in at least one scripting language (e.g., R, Python).",None
Scientist/Associate Scientist,"Carlsbad, CA 92011 (North Beach area)",ChromaCode Inc,None,None,"Quantitative data analysis of experiments.Bioinformatics, quantitative analysis and statistical knowledge a plus.Presentation of results to the assay team.",None
Postdoctoral Fellow,"La Jolla, CA 92037",Salk Institute for Biological Studies,None,3.9,"Experience in RNA sequencing, chromatin immunoprecipitation, and in bioinformatics helpful.Post-doctoral position available for individual interested in signal…",None
Postdoctoral Fellow-Phanstiel Lab,"Chapel Hill, NC 27599",University of North Carolina at Chapel Hill,None,4.1,We encourage applicants with experience in computational analysis and integration of genomic data sets.We are particularly interested in understanding the…,None
Postdoctoral Associate (Bergelson Lab),"New York, NY 10003 (Greenwich Village area)",New York University,None,4.2,"Specific focal areas and techniques include the use of RenSeq to collect the NLR genes from plant samples of the three host species, comparative genomics of…",None
Epigenetics Research Scientist,"Durham, NC 27709",RTI International,None,3.6,Knowledge of bioinformatics tools associated with the analysis of standard epigenetic data types.The researcher will have access to colleagues with expertise…,None
Bioinformatician,"Cambridge, MA",Pfizer,None,4.2,"Pharmaceutically relevant experience or formal training in computational biology, bioinformatics, computer science or medicine.",None
Postdoctoral Associate: Machine Learning in Computational Bi...,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Machine learning and/or large scale data analysis experience is required, as is enthusiasm for biology or biomedicine.",None
"Scientist, Virus Discovery","Abbott Park, IL",Abbott Laboratories,None,4.0,Conducts sequence analysis to identify known pathogens and assemble the sequence of novel agents.Conducts empirical and experimental analysis.,None
"Principal Scientific Researcher, Computational Biology (Canc...","South San Francisco, CA 94080",Genentech,None,4.1,Performing neoantigen analysis and other cancer genomics analyses from whole-exome and RNA-seq data using in-house pipelines and computational tools.,None
Research Scientist I,"Carlsbad, CA 92008",NeoGenomics Laboratories,None,3.5,"Familiarity with bioinformatics pipelines, data mining, analysis, hypotheses generation and publication quality figure production using command line tools …",None
Post Masters RA - Bioinformatics or Proteomics,"Richland, WA",Pacific Northwest National Laboratory,None,4.1,Thoroughly documenting experiments and publishing data analysis methods.The CBS (Chemical and Biological Signatures) Group is seeking data scientists with…,None
